"","subject","Gender","Age","Income","Education","Residence","Country","NativeLanguage","FinancialLiteracy","attention_check_grater_than_3","attention_check_grater_than_2","loi_lower_than_loiX0_33","native_language_is_country_language","frame","response"
"6707","R_3MlMuotAoGKpANi","Male","30","Rp41,250,000 - Rp55,000,000","19","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6708","R_3dDEV35AHJoLLhR","Male","33","More than Rp82,500,000","18","Indonesia","Indonesia","Chinese",4,TRUE,TRUE,FALSE,FALSE,"Yearly",4
"6709","R_2bHmfSV2p2vbTAZ","Prefer not to say","26","Prefer not to answer","16","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",4
"6710","R_1myj8htnyqAVRfu","Male","29","More than Rp82,500,000","18","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6711","R_4MeQwaU4S2PcWqZ","Male","19","More than Rp82,500,000","12","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6712","R_2agDu9VmUEIpbzK","Male","26","Less than Rp27,500,000","16","Indonesia","Indonesia","Indonesian",0,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6713","R_32XZz3UdXFEx6tL","Male","26","Rp55,000,000 - Rp68,750,000","18","Indonesia","Indonesia","Chinese",3,FALSE,TRUE,FALSE,FALSE,"Yearly",1
"6714","R_2xJBdzBzxVm0xZU","Male","26","Less than Rp27,500,000","18","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6715","R_2WGS5n4GPdJQRfe","Male","22","Less than Rp27,500,000","16","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6716","R_2vZkocg8FqBmRro","Male","24","More than Rp82,500,000","16","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6717","R_3iOqAT5b7zAGVIl","Male","28","More than Rp82,500,000","15","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6718","R_3Oe0YkZ5lMu2rjl","Female","18","Less than Rp27,500,000","12","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",1
"6719","R_OvSsgVrvdiQfqIF","Female","19","Prefer not to answer","13","Indonesia","Indonesia","Other",1,FALSE,FALSE,FALSE,FALSE,"Yearly",2
"6720","R_2E5WfmgzLJQ9WRb","Male","19","Less than Rp27,500,000","12","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6721","R_3lYYBzcLil5pTtz","Male","20","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",5
"6722","R_paAMQDq5kZffVKx","Female","19","Less than Rp27,500,000","12","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",1
"6723","R_23WX4F8MsuByoKH","Male","19","Less than Rp27,500,000","14","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6724","R_2c1UYZpelCwF1D5","Female","20","Less than Rp27,500,000","12","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6725","R_2xVOoLEujplaI4N","Female","19","Prefer not to answer","13","Indonesia","Indonesia","Indonesian",0,FALSE,FALSE,FALSE,TRUE,"Yearly",1
"6726","R_1XML0bhzBWMIL2F","Male","19","Prefer not to answer","14","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6727","R_3stexaYAfPuUhCT","Male","20","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6728","R_32LAwjNL9iJ8tlG","Male","19","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6729","R_3wQLQNoJBmYYBNL","Male","19","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6730","R_2YfzK5nE0Y2axfJ","Female","19","Prefer not to answer","13","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",4
"6731","R_25XjQd6eVvLKOhm","Female","19","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",0,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6732","R_XX2DOO08luIB05P","Female","18","Less than Rp27,500,000","13","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6733","R_OwpiqMqf1OjOskp","Female","19","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6734","R_4V1IZVhoe9BG4cF","Male","20","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",1
"6735","R_27qcUDVC3lokyNQ","Male","20","Prefer not to answer","13","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6736","R_31H1dGaLZxIRxTS","Female","20","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",1
"6737","R_3hAybZmgQLk77te","Male","19","Prefer not to answer","13","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6738","R_szJr2yqmWTrjXR7","Female","19","Less than Rp27,500,000","12","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",2
"6739","R_1MSUNkRtvnb8mFW","Male","19","Prefer not to answer","13","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",5
"6740","R_1hDYGi7sjRZPewx","Female","19","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6741","R_3gLZqPxyBOrFlC5","Male","19","Prefer not to answer","10","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",2
"6742","R_2VxYzCHIaDFEsWT","Female","20","Prefer not to answer","13","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6743","R_1qfcFkoyx9Tghj7","Female","19","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6744","R_VOxKlcqDmplAtcl","Female","19","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6745","R_W235z260YLX6gHT","Female","17","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6746","R_1eJpKt8GKjd0K7f","Female","18","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6747","R_ONDFeOD4GWxhqhP","Female","20","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6748","R_2OPkwuDKeenxasE","Female","21","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",2
"6749","R_1EZfaPN0jgpS7QB","Female","19","Less than Rp27,500,000","12","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",4
"6750","R_2Ei735P9mMfLPEX","Female","19","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",1
"6751","R_xhjaSaqRqPSTnfX","Male","18","Prefer not to answer","10","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6752","R_1dvk6luesFV9E0k","Male","19","Less than Rp27,500,000","13","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",1
"6753","R_3ltPACp93IQKAL8","Male","20","Prefer not to answer","12","Indonesia","Indonesia","Other",2,FALSE,TRUE,FALSE,FALSE,"Yearly",1
"6754","R_6zGhpc9Z7FwRGXn","Female","20","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",2
"6755","R_2Ce7Xt7qc9BOtmO","Female","20","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6756","R_1H5bpoN7ti8iiJt","Male","20","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6757","R_UEeEOCpeTXC0Dtv","Male","19","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6758","R_1C7s7ZZnMjc8DNK","Female","18","Less than Rp27,500,000","13","Indonesia","Indonesia","Indonesian",0,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6759","R_3QPDOYjO4ItKCxJ","Male","19","Less than Rp27,500,000","13.5","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",4
"6760","R_0kB7ou8IOVUr4Pf","Female","18","Less than Rp27,500,000","13","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",2
"6761","R_3etukJzd4NZ9mMt","Female","19","Prefer not to answer","12","Indonesia","Indonesia","Other",0,FALSE,TRUE,FALSE,FALSE,"Yearly",1
"6762","R_306KYXODSU5NIeW","Male","29","Rp27,500,000 - Rp41,250,000","17","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6763","R_3vLFOh3FL4esPF7","Female","37","Rp68,750,000 - Rp82,500,000","17","Indonesia","Indonesia","Indonesian",0,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6764","R_1MTmwSJjBNy5qfW","Female","25","Less than Rp27,500,000","17","Indonesia","Indonesia","Indonesian",0,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6765","R_1od3mKD4XZu7MBR","Female","40","Prefer not to answer","16","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",5
"6766","R_1gG5uPlCm6QhmSp","Male","22","Rp41,250,000 - Rp55,000,000","16","Japan","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6767","R_22Y6Ck3lKWxYwcp","Male","22","Prefer not to answer","15","Japan","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",5
"6768","R_10OXEfPCEvUBzlS","Female","23","Rp55,000,000 - Rp68,750,000","16","Japan","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",2
"6769","R_DipTgvosCNb3AFb","Female","18","Less than Rp27,500,000","12","Japan","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6770","R_1rkc3VM1lw5y2ZD","Female","34","Less than Rp27,500,000","15","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6771","R_2tu4KfJpZ9vN23Y","Male","54","More than Rp82,500,000","16","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6772","R_1ozibJ8lmPZW7T8","Prefer not to say","25","Rp55,000,000 - Rp68,750,000","16","Australia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6773","R_1QoVMUnxFQkz015","Male","49","Prefer not to answer","18","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",1
"6774","R_1dMQatLPW4QDYHI","Female","29","More than Rp82,500,000","21","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",2
"6775","R_2mg4iEma7Nqdmyl","Female","23","Less than Rp27,500,000","16","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",5
"6776","R_DeCYPAFzIuvaw2B","Female","31","Less than Rp27,500,000","19","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6777","R_XY4yiYFtNxCn6O5","Male","32","Rp68,750,000 - Rp82,500,000","15","Argentina","Indonesia","English",0,FALSE,FALSE,FALSE,FALSE,"Yearly",1
"6778","R_3Pzt1IKOWsVYs3I","Female","23","Less than Rp27,500,000","16","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",4
"6779","R_2f0T3M6t0b8MXCN","Male","44","Rp55,000,000 - Rp68,750,000","19","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",5
"6780","R_5mCNl1O4N0jOvWp","Female","45","More than Rp82,500,000","15","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6781","R_3Rq4fbBFoKwiAhE","Female","26","Less than Rp27,500,000","17","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",1
"6782","R_0MoOTSx821xy0cV","Male","59","More than Rp82,500,000","17","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6783","R_1Cj4flw6GwJwJ5T","Male","41","More than Rp82,500,000","20","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6784","R_bqq6R11tE2tMebf","Male","27","Less than Rp27,500,000","16","Italy","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6785","R_3NVzIJGzF98Aj1F","Female","41","Less than Rp27,500,000","16","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",5
"6786","R_2OJfFMS74hi93Mp","Female","22","Prefer not to answer","16","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6787","R_SDxiKIs67b3HdcJ","Male","388","Prefer not to answer","18","Indonesia","Indonesia","Other",0,FALSE,TRUE,FALSE,FALSE,"Yearly",3
"6788","R_1osYrxsi37bcdU9","Female","37","More than Rp82,500,000","16","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6789","R_1hDSuWBz23VWe2I","Male","53","Prefer not to answer","16","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",5
"6790","R_1Hi8Z9K6YlqQOxG","Female","36","Less than Rp27,500,000","18","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6791","R_1DORnSaFqToB1EI","Female","48","Rp27,500,000 - Rp41,250,000","13","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",5
"6792","R_2zkVl1mDWZi56kW","Female","35","More than Rp82,500,000","14","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",2
"6793","R_WrOLFhD8pkZN8T7","Male","53","Less than Rp27,500,000","17","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6794","R_bd5sNJlybAxSJBT","Female","52","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",1
"6795","R_2aknX3lwJRMU6yk","Female","52","More than Rp82,500,000","18","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6796","R_8e7mgoR19nSiuyt","Female","36","More than Rp82,500,000","16","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6797","R_9WUJfKiEyTlxaXD","Male","60","More than Rp82,500,000","16","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6798","R_27VhjCUa27XxuVB","Male","42","More than Rp82,500,000","18","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6799","R_3NEylBLTk5Hd3uP","Female","57","Prefer not to answer","12","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6800","R_22WuINW5L9ZBfnt","Female","36","More than Rp82,500,000","15","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6801","R_1K6GPVIQxb3mAqJ","Male","26","Rp27,500,000 - Rp41,250,000","18","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6802","R_1JCKS5XRk5jqXIF","Female","29","Rp41,250,000 - Rp55,000,000","20","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6803","R_sXd7Ar2zgKhSN6F","Female","30","Rp55,000,000 - Rp68,750,000","19","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",1
"6804","R_2xJAaqqVgdrASP9","Female","30","Prefer not to answer","17","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6805","R_21mhUL0TWTclS6T","Female","41","Prefer not to answer","17","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",2
"6806","R_2SDeoLMewvifMzs","Male","22","More than Rp82,500,000","15","United States of America","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6807","R_rqdi1s0aZqGLBYZ","Prefer not to say","23","Prefer not to answer","17","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",2
"6808","R_3Ei0694EJKq7YYp","Female","23","Prefer not to answer","16","Singapore","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6809","R_2DOiAzAAsqhhfm4","Female","35","Rp41,250,000 - Rp55,000,000","0","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6810","R_2WOv2PKwVU3gTQl","Male","33","Rp41,250,000 - Rp55,000,000","25","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6811","R_2CdhAUuPoHyQJ2c","Male","40","More than Rp82,500,000","12","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6812","R_1gc0rtPkWbzdImq","Female","26","More than Rp82,500,000","15.5","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",4
"6813","R_ptwUfNdD9ycTdbr","Male","41","Rp55,000,000 - Rp68,750,000","17","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6814","R_28ZCpdkmAXErc3u","Male","39","Rp55,000,000 - Rp68,750,000","16","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6815","R_3LXRIPrgHWbEfzS","Male","33","Less than Rp27,500,000","20","Indonesia","Indonesia","English",2,TRUE,TRUE,FALSE,FALSE,"Yearly",2
"6816","R_3Di5xoE2QmM6SHU","Female","47","Rp68,750,000 - Rp82,500,000","23","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6817","R_1lc6o6gIGXG7HS0","Female","40","Rp68,750,000 - Rp82,500,000","20","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",2
"6818","R_vdAZr5089zE9CMN","Male","50","Less than Rp27,500,000","18","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6819","R_WCMEybySRASAwcp","Male","31","Rp41,250,000 - Rp55,000,000","17","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6820","R_1OPs15DIEC2Hcz1","Female","41","Rp68,750,000 - Rp82,500,000","18","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",2
"6821","R_3M3bUg1Cc1OrxiD","Female","17","Prefer not to answer","17","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6822","R_28AP23idowJ5uNc","Male","33","More than Rp82,500,000","17","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6823","R_21dmPekoseWTdbo","Female","42","Rp55,000,000 - Rp68,750,000","17","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6824","R_3Rz6QrQvk172GEE","Male","49","Less than Rp27,500,000","17","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",1
"6825","R_1LLvaKy3SPB6c1y","Female","22","Rp41,250,000 - Rp55,000,000","12","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6826","R_3HMJSMzVMM6k75h","Female","24","Prefer not to answer","16","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",2
"6827","R_3EgOHrFNG6xzUu5","Female","28","Rp55,000,000 - Rp68,750,000","5","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6828","R_57mRA3bCP8g28YF","Female","28","Rp41,250,000 - Rp55,000,000","19","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6829","R_2uQZ8wf4efpx7GG","Female","27","Rp68,750,000 - Rp82,500,000","17","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",4
"6830","R_1GKdrBT3zePwoEB","Female","25","Rp68,750,000 - Rp82,500,000","16","Indonesia","Indonesia","Indonesian",4,FALSE,TRUE,FALSE,TRUE,"Yearly",2
"6831","R_2QJR9cMEr78fOzm","Female","25","Less than Rp27,500,000","18","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",5
"6832","R_10pBnB9YajyCPsM","Male","27","Less than Rp27,500,000","16","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",2
"6833","R_2fIpgwbongMn8k6","Male","51","Less than Rp27,500,000","15","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6834","R_2xPHhYPTRCbxXgu","Female","24","Less than Rp27,500,000","18","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6835","R_3m2z9XoDsAgrsIV","Female","26","Rp55,000,000 - Rp68,750,000","17","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6836","R_3D7sfSd2Qn7vAVw","Female","19","Prefer not to answer","13","Indonesia","Indonesia","Indonesian",0,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6837","R_238m19iRYwIQQkV","Prefer not to say","23","Less than Rp27,500,000","17","Indonesia","Indonesia","Other",2,TRUE,TRUE,FALSE,FALSE,"Yearly",4
"6838","R_2yqKv5eKa2f03q2","Male","29","Rp68,750,000 - Rp82,500,000","15","Indonesia","Indonesia","Other",3,TRUE,TRUE,FALSE,FALSE,"Yearly",5
"6839","R_3M9aXpKSQvtW0S3","Female","31","Less than Rp27,500,000","18","Indonesia","Indonesia","Indonesian",1,FALSE,FALSE,FALSE,TRUE,"Yearly",4
"6840","R_Uuz3QXiHMJht2Tv","Female","27","Rp55,000,000 - Rp68,750,000","16","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6841","R_2TKIfRlekvkezdO","Male","27","Rp55,000,000 - Rp68,750,000","17","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",2
"6842","R_sLHCpJy43QKS2VX","Female","22","Less than Rp27,500,000","14","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",2
"6843","R_2sTLO1noqXgYRd6","Male","39","More than Rp82,500,000","17","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",2
"6844","R_2xDD8wYWTaQHbCJ","Male","23","Less than Rp27,500,000","15","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6845","R_1LpVCZuZy9WbCoH","Female","32","Prefer not to answer","16","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6846","R_2c0CQ1d82HKo12c","Female","33","Less than Rp27,500,000","17","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",2
"6847","R_3ENksIeE1I4eRYG","Male","21","Prefer not to answer","16.5","Indonesia","Indonesia","Indonesian",1,FALSE,TRUE,FALSE,TRUE,"Yearly",1
"6848","R_xmUr6b08LSc6j2F","Male","27","More than Rp82,500,000","16","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6849","R_2uUMBIug4syvuC4","Male","25","Prefer not to answer","17","Australia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6850","R_2qaNF2iicjq5tnG","Female","23","Rp41,250,000 - Rp55,000,000","16","Indonesia","Indonesia","Indonesian",4,TRUE,TRUE,FALSE,TRUE,"Yearly",1
"6851","R_r25NlMd3bnhGn4d","Female","25","Less than Rp27,500,000","16","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",4
"6852","R_2q4Rp1tRpFA1noY","Male","20","Less than Rp27,500,000","14","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",5
"6853","R_2QSxU1szPRG5xge","Female","24","Prefer not to answer","16","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6854","R_2TRekMXSJTZCZ0y","Male","23","Rp68,750,000 - Rp82,500,000","16","Indonesia","Indonesia","Indonesian",2,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6855","R_3sdDxU5M386totC","Male","27","Prefer not to answer","16","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6856","R_D6NJa8C0OedbsR3","Male","21","Rp68,750,000 - Rp82,500,000","16","Indonesia","Indonesia","Indonesian",4,FALSE,TRUE,FALSE,TRUE,"Yearly",4
"6857","R_SNtsB7NOCYPKAdb","Male","23","Rp55,000,000 - Rp68,750,000","15.5","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",4
"6858","R_1hFLuE8CmfjbwDE","Female","25","Prefer not to answer","10","Indonesia","Indonesia","English",2,FALSE,TRUE,FALSE,FALSE,"Yearly",1
"6859","R_3PhkHW5nDqJv3An","Female","27","Prefer not to answer","16","Indonesia","Indonesia","Indonesian",2,FALSE,TRUE,FALSE,TRUE,"Yearly",4
"6860","R_25tgHyVBbgcJpNY","Male","22","Prefer not to answer","16","Indonesia","Indonesia","Indonesian",0,TRUE,TRUE,FALSE,TRUE,"Yearly",5
"6861","R_VW3otQTbFicWac1","Male","22","Prefer not to answer","20","Indonesia","Indonesia","Indonesian",1,TRUE,TRUE,FALSE,TRUE,"Yearly",3
"6862","R_Ddx0CYpF3FrJ3cB","Female","23","Prefer not to answer","15","Indonesia","Indonesia","Indonesian",3,FALSE,TRUE,FALSE,TRUE,"Yearly",3
"6863","R_1jTJXxTFvJ0abml","Female","21","Prefer not to answer","17","Indonesia","Indonesia","Indonesian",3,TRUE,TRUE,FALSE,TRUE,"Yearly",2
