StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID1,Prolific_ID,A1,time_a1__First_Click,time_a1__Last_Click,time_a1__Page_Submit,time_a1__Click_Count,B1_1_1,B1_1_2,B2_1_1,B2_1_2,time_b1_First_Click,time_b1_Last_Click,time_b1_Page_Submit,time_b1_Click_Count,C1_1,time_c1_First_Click,time_c1_Last_Click,time_c1_Page_Submit,time_c1_Click_Count,F1,time_f1_First_Click,time_f1_Last_Click,time_f1_Page_Submit,time_f1_Click_Count,D3,time_d3_First_Click,time_d3_Last_Click,time_d3_Page_Submit,time_d3_Click_Count,B1_2_1,B1_2_2,B2_2__1,B2_2__2,time_b2_First_Click,time_b2_Last_Click,time_b2_Page_Submit,time_b2_Click_Count,A2,time_a2_First_Click,time_a2_Last_Click,time_a2_Page_Submit,time_a2_Click_Count,E2,time_e2_First_Click,time_e2_Last_Click,time_e2_Page_Submit,time_e2_Click_Count,G2,time_g2_First_Click,time_g2_Last_Click,time_g2_Page_Submit,time_g2_Click_Count,d4_,time_d4_First_Click,time_d4_Last_Click,time_d4_Page_Submit,time_d4_Click_Count,A3_,time_a3__First_Click,time_a3__Last_Click,time_a3__Page_Submit,time_a3__Click_Count,B1_3__1,B1_3__2,B2_3_1,B2_3_2,time_b3_First_Click,time_b3_Last_Click,time_b3_Page_Submit,time_b3_Click_Count,D2_2,time_d2_First_Click,time_d2_Last_Click,time_d2_Page_Submit,time_d2_Click_Count,F2,time_f2_First_Click,time_f2_Last_Click,time_f2_Page_Submit,time_f2_Click_Count,C1_2,time_c2__First_Click,time_c2__Last_Click,time_c2__Page_Submit,time_c2__Click_Count,A4,time_a4_First_Click,time_a4_Last_Click,time_a4_Page_Submit,time_a4_Click_Count,D2_1,time_d1_First_Click,time_d1_Last_Click,time_d1_Page_Submit,time_d1_Click_Count,E1,time_e1_First_Click,time_e1_Last_Click,time_e1_Page_Submit,time_e1_Click_Count,G1,time_g1_First_Click,time_g1_Last_Click,time_g1_Page_Submit,time_g1_Click_Count,Ind_Col_1,Ind_Col_2,Ind_Col_3,Ind_Col_4,Ind_Col_5,Ind_Col_6,Ind_Col_7,Ind_Col_8,Ind_Col_9,Ind_Col_10,Ind_Col_11,Ind_Col_12,Ind_Col_13,Ind_Col_14,Ind_Col_15,Ind_Col_16,fin_lit1,fin_lit2,fin_lit3,fin_lit4,H1,Gender,Age_,Income,Education,Nationality,Mother_tongue__,Debriefing
4/13/2022 10:00:06,4/13/2022 10:12:36,0,172.58.122.249,100,749,1,4/13/2022 10:12:37,R_1HjBTDJdxQZTfE0, , , , ,42.4681,-83.1882,anonymous,EN,1,614f6aa4c6da8c3fac7291c9,3,1.385,19.183,20.579,3,5,5,5,5,4.512,45.688,48.162,9,5,1.657,33.104,36.266,3,1,2.002,37.416,38.513,9,2,19.672,19.672,20.614,1,5,5,5,5,4.772,38.733,41.612,10,3,5.669,39.39,41.1,5,1,9.085,9.085,12.028,1,2,1.656,52.153,54.361,7,2,14.55,14.55,15.244,1,2,4.457,27.372,28.713,3,10,10,10,10,4.846,32.416,35.2,8,2,7.723,7.723,12.458,1,2,3.675,21.571,23.156,4,5,4.058,20.141,22.312,4,3,6.093,17.386,19.234,2,2,9.476,9.476,10.434,1,2,15.347,15.347,16.7,1,2,3.282,44.016,44.798,4,4,3,4,3,3,2,2,2,4,4,4,4,4,3,3,3,7,6,2,7,4,2,53,1,3,24,5,1
4/13/2022 9:55:15,4/13/2022 10:12:39,0,147.126.81.6,100,1044,1,4/13/2022 10:12:40,R_ZCW8lp2tKp71gch, , , , ,41.8972,-87.6196,anonymous,EN,1,60ffb4961d096513e7085324,2,42.743,42.743,44.203,1,0,5,0,10,35.637,45.854,48.697,5,10,45.795,45.795,60.786,1,1,46.29,46.29,48.499,1,2,16.835,16.835,19.095,1,0,5,0,10,24.562,29.546,35.203,4,1,22.759,22.759,25.35,1,1,15.21,15.21,16.269,1,1,6.453,6.453,8.079,1,1,14.67,14.67,15.78,1,1,21.337,21.337,23.179,1,0,10,0,15,3.516,26.439,47.176,4,1,7.666,7.666,8.907,1,3,17.224,17.224,18.332,1,8,26.42,26.42,33.894,1,1,227.466,227.466,229.961,1,2,13.572,13.572,14.615,1,1,11.033,17.386,18.743,2,1,77.705,77.705,81.964,1,4,4,3,4,4,2,2,3,3,4,4,4,5,4,5,4,4,6,2,7,5,2,22,5,5,24,5,1
4/13/2022 10:02:24,4/13/2022 10:14:26,0,172.58.139.10,100,722,1,4/13/2022 10:14:28,R_2TOeGbN1tYUMPlp, , , , ,41.804,-87.707,anonymous,EN,1,5ecd6f9376cf970c5229073f,3,9.395,9.395,9.946,1,0,5,5,10,4.251,14.194,17.331,4,20,3,3,5.239,1,1,58.87,58.87,59.546,1,2,3.054,3.054,3.694,1,2,5,5,10,1.108,25.596,27.552,8,3,38.516,81.815,82.725,5,1,12.052,12.052,12.742,1,2,34.521,48.486,49.307,2,2,7.893,7.893,8.481,1,3,1.817,12.076,12.695,4,5,5,5,10,54.441,100.509,102.28,11,2,6.184,6.184,6.686,1,2,9.776,14.893,16.135,2,5,13.294,13.294,17.801,1,3,17.744,18.828,19.637,3,2,33.041,33.041,33.526,1,2,.681,9.935,9.957,3,2,1.822,8.597,9.245,4,5,5,5,5,3,2,1,1,3,4,1,2,3,4,5,3,4,5,3,7,5,1,26,2,5,24,5,1
4/13/2022 10:01:58,4/13/2022 10:15:07,0,174.50.254.249,100,789,1,4/13/2022 10:15:09,R_1PemiaVixjAjADJ, , , , ,35.8437,-86.3881,anonymous,EN,1,60fdb183b85953a480282d9f,3,39.237,39.237,42.027,1,10,15,10,15,29.645,51.812,53.722,4,8,41.571,41.571,46.365,1,1,46.483,46.483,47.705,1,2,14.639,14.639,15.391,1,10,15,10,15,18.233,29.255,38.085,5,3,48.931,51.729,53.272,2,2,7.918,7.918,10.436,1,3,16.168,16.168,18.076,1,2,3.931,3.931,6.549,1,2,59.978,59.978,61.607,1,10,15,15,20,19.481,33.362,35.793,4,2,11.531,11.531,12.704,1,1,10.267,10.267,19.885,1,6,18.749,18.749,21.595,1,2,32.447,40.559,41.679,2,2,7.868,7.868,9.064,1,2,6.427,6.427,7.784,1,1,25.403,25.403,27.013,1,5,4,5,4,4,2,4,4,2,4,2,4,5,2,1,4,7,7,3,7,5,2,22,1,3,24,5,1
4/13/2022 10:04:47,4/13/2022 10:15:22,0,73.155.43.221,100,635,1,4/13/2022 10:15:22,R_31sko9uf3NI40oM, , , , ,29.5209,-95.1922,anonymous,EN,1,60e5a074e98d1be9227cc106,3,18.826,18.826,20.309,1,0,5,0,10,21.43,29.141,31.162,5,15,25.692,30.164,41.511,3,2,35.615,36.207,44.539,2,2,5.979,5.979,7.383,1,0,5,0,10,11.117,16.262,17.331,4,3,26.688,26.688,29.477,1,1,11.076,11.076,12.001,1,1,14.54,14.54,20.76,1,2,7.381,7.381,9.202,1,2,19.075,19.075,20.656,1,0,10,0,15,10.572,17.94,24.554,5,2,4.848,4.848,5.908,1,2,25.21,25.21,28.614,1,10,16.896,16.896,24.437,1,3,31.423,33.254,44.917,2,2,11.111,11.111,11.877,1,2,24.135,24.135,26.244,1,1,22.64,22.64,25.324,1,4,2,3,4,4,2,2,1,5,5,4,5,4,5,3,4,4,6,2,4,5,1,35,2,3,24,5,1
4/13/2022 10:00:56,4/13/2022 10:15:38,0,172.58.28.69,100,882,1,4/13/2022 10:15:39,R_1mxXa2tet1JMBL7, , , , ,34.0803,-117.735,anonymous,EN,1,610070dbee5929bd59500a26,3,12.79,13.172,14.826,2,5,5,8,10,15.672,43.397,46.301,6,10,21.126,21.126,25.069,1,1,12.496,12.965,13.708,2,2,5.317,5.317,6.194,1,5,8,10,13,5.211,32.559,39.354,6,3,6.047,26.583,28.083,4,2,14.408,14.408,15.079,1,2,1.632,37.674,38.466,5,2,11.235,13.727,14.17,2,2,35.164,35.698,36.557,2,10,10,10,15,9.894,87.501,92.299,8,1,13.165,13.165,13.937,1,1,70.362,128.81,129.723,5,10,62.076,62.076,65.601,1,3,3.682,14.59,15.311,2,1,9.916,9.916,10.711,1,2,9.599,9.599,10.292,1,2,5.353,19.919,19.949,3,4,2,3,4,3,4,3,1,3,3,3,4,3,2,3,3,7,7,3,7,5,4,22,1,3,24,18,1
4/13/2022 10:08:12,4/13/2022 10:15:44,0,184.55.52.139,100,451,1,4/13/2022 10:15:44,R_1jffhPOZkuqEvYU, , , , ,42.5881,-88.4554,anonymous,EN,1,60fdce10226d20ddc8990f04,3,21.564,21.564,22.963,1,0,5,0,10,21.021,26.026,36.639,2,9,21.736,21.736,25.132,1,1,30.581,30.581,32.061,1,2,10.707,10.707,11.95,1,0,5,0,10,10.278,10.278,22.684,1,3,14.612,14.612,16.585,1,1,9.667,9.667,10.9,1,2,4.238,4.238,6.001,1,2,5.63,5.63,7.595,1,2,10.353,10.353,11.55,1,0,5,0,10,3.321,15.135,17.899,3,2,3.99,3.99,6.518,1,2,13.283,18.853,20.366,2,5,3.142,3.142,5.724,1,2,14.318,14.318,16.123,1,2,6.16,6.16,7.386,1,1,11.348,12.569,13.847,2,2,29.846,29.846,31.419,1,4,4,4,4,4,2,2,2,4,4,3,3,4,4,4,4,4,4,2,5,3,2,25,2,5,24,5,1
4/13/2022 10:09:15,4/13/2022 10:16:26,0,50.124.246.42,100,430,1,4/13/2022 10:16:27,R_1mPNPM3SKHsD2a7, , , , ,45.0191,-84.3862,anonymous,EN,1,60b49cb1dc5470789edd23fe,3,2.771,22.236,22.992,3,5,8,7,10,19.175,32.502,35.934,6,17,23.739,27.794,30.198,4,1,28.105,29.536,31.795,2,2,16.157,16.157,22.289,1,5,8,7,10,4.911,16.502,22.132,7,3,12.147,14.332,15.16,3,2,3.163,4.083,4.422,2,1,2.192,3.249,4.473,2,2,12.849,12.849,14.516,1,2,4.924,17.187,18.454,5,5,7,7,10,3.041,23.329,24.117,6,2,4.249,4.249,5.295,1,1,3.745,5.065,5.485,3,18,1.777,1.777,4.451,1,1,13.34,14.219,15.479,2,1,9.71,9.71,11.05,1,2,7.321,7.321,8.335,1,1,5.053,7.869,8.806,4,1,3,4,5,2,1,4,5,4,4,2,1,5,5,5,4,4,5,3,7,5,2,31,1,2,24,5,1
4/13/2022 10:10:01,4/13/2022 10:17:32,0,99.153.189.68,100,451,1,4/13/2022 10:17:33,R_2cdYPfqGaNoemlj, , , , ,29.6865,-95.4337,anonymous,EN,1,6111739b4db1a934aa0b1a6a,1,9.989,11.128,11.493,2,2,5,5,7,5.606,12.18,16.369,4,20,8.177,8.177,10.393,1,1,21.723,21.723,22.986,1,2,13.738,13.738,15.507,1,5,7,10,12,17.955,28.31,34.619,4,1,26.709,26.709,28.47,1,1,9.65,12.494,14.327,2,3,24.175,27.38,27.794,3,2,9.613,9.613,11.136,1,2,9.913,9.913,11.513,1,7,9,10,12,11.483,23.223,26.449,4,2,8.803,8.803,9.764,1,3,22.088,22.088,23.647,1,15,30.731,30.731,33.867,1,2,9.56,9.56,10.871,1,2,6.334,6.334,6.94,1,2,6.816,6.816,7.421,1,3,11.36,11.36,12.616,1,4,3,3,4,3,2,1,2,3,3,4,5,4,5,4,3,4,6,3,7,5,2,26,1,3,24,5,1
4/13/2022 10:08:40,4/13/2022 10:20:52,0,73.193.202.215,100,732,1,4/13/2022 10:20:52,R_3LXfMcHADpqZScI, , , , ,39.9769,-74.1601,anonymous,EN,1,5e0725a64f849e0b70844e06,3,12.957,13.93,15.459,2,0,5,0,5,14.486,23.312,29.055,5,5,14.746,14.746,17.23,1,1,21.216,21.216,23.322,1,2,6.854,6.854,8.5,1,5,5,5,10,25.571,36.518,39.199,4,3,20.411,20.411,22.7,1,1,14.724,14.724,16.56,1,3,44.541,44.541,46.44,1,2,7.154,7.154,8.126,1,2,20.893,26.935,29.147,2,5,10,5,10,20.306,32.124,35.776,4,2,8.25,8.25,9.413,1,1,26.424,26.424,28.356,1,5,26.145,26.145,37.31,1,3,20.031,20.031,22.397,1,2,4.375,4.375,5.555,1,1,6.906,6.906,8.362,1,1,18.85,18.85,21.425,1,5,5,5,3,2,1,2,1,3,4,3,4,4,5,3,4,4,4,3,7,5,2,41,2,5,24,5,1
4/13/2022 10:08:04,4/13/2022 10:21:08,0,73.101.71.206,100,784,1,4/13/2022 10:21:08,R_Xp4FKyG9t30U0oh, , , , ,40.296,-75.9894,anonymous,EN,1,5f4fef64fd3fc113300fbb44,2,38.503,38.503,39.951,1,0,5,0,10,2.651,48.771,63.018,5,4,44.9,45.22,47.46,2,3,51.493,51.493,52.412,1,2,19.789,19.789,20.7,1,0,5,0,10,17.116,33.06,36.747,4,1,28.708,28.708,30.155,1,1,14.395,14.395,15.483,1,2,57.483,58.083,58.498,2,2,21.157,21.157,23.715,1,2,16.959,22.095,23.976,2,5,10,5,10,16.186,16.186,41.561,1,2,15.719,15.719,16.75,1,2,16.255,23.679,26.103,2,2,15.648,15.648,22.19,1,2,17.826,17.826,18.769,1,2,10.265,11.385,12.184,2,1,14.668,14.668,15.444,1,3,22.945,22.945,23.578,1,5,4,4,3,4,2,1,2,3,4,4,5,4,5,5,5,4,6,2,4,5,1,35,1,5,24,5,1
4/13/2022 10:05:27,4/13/2022 10:22:30,0,24.106.194.110,100,1022,1,4/13/2022 10:22:31,R_40AqcW9kCm51QYx, , , , ,35.0221,-80.5318,anonymous,EN,1,60fee9381c7ce9bada94123e,3,41.576,41.576,42.35,1,0,0,0,0,22.027,24.458,25.296,4,15,30.162,30.162,32.6,1,1,37.927,37.927,38.814,1,2,19.75,19.75,20.699,1,0,0,0,5,58.882,73.889,74.657,5,3,73.678,73.678,74.599,1,1,23.629,23.629,24.788,1,2,40.677,40.677,42.243,1,2,14.404,14.404,15.826,1,1,37.339,37.339,38.416,1,5,5,5,5,34.721,53.423,54.17,6,2,22.616,22.616,23.308,1,3,89.7,90.324,90.612,2,10,45.25,45.25,47.871,1,2,31.113,31.113,32.6,1,2,12.358,12.358,13.555,1,1,13.836,13.836,14.841,1,3,39.232,39.232,40.141,1,5,5,5,5,4,2,3,1,5,5,5,5,4,5,5,4,4,6,3,7,5,2,45,2,3,24,5,1
4/13/2022 10:16:20,4/13/2022 10:23:09,0,24.205.175.30,100,409,1,4/13/2022 10:23:10,R_yseYpx0x1EraWmB, , , , ,34.1624,-118.1275,anonymous,EN,1,615e0f0c1ce04323aec71577,2,12.167,12.944,13.258,2,0,5,0,10,2.02,15.937,18.222,4,10,7.841,7.841,21.498,1,1,19.65,19.65,21.322,1,2,2.465,2.465,3.479,1,0,10,5,20,22.355,40.422,43.234,7,3,29.967,29.967,30.911,1,2,10.346,10.346,11.144,1,1,21.334,21.334,22.203,1,2,9.562,9.562,10.532,1,2,9.26,9.26,10.104,1,10,10,10,20,3.277,22.143,22.46,6,2,3.399,3.399,4.265,1,1,1.2,1.2,6.367,1,5,1.099,1.099,6.271,1,1,3.026,3.026,12.677,1,2,1.437,2.787,3.257,3,2,1.981,3.013,4.464,2,1,2.43,2.43,4.432,1,5,5,5,5,5,4,5,4,4,4,4,4,2,4,3,4,4,6,2,4,5,1,26,3,5,24,5,1
4/13/2022 10:13:35,4/13/2022 10:23:14,0,97.89.45.122,100,579,1,4/13/2022 10:23:15,R_3szw5RH5tFi9giU, , , , ,35.6854,-88.8281,anonymous,EN,1,60fdde2a560c895ce04b3bef,1,7.482,15.616,16.47,4,5,7,10,12,13.579,25.109,27.162,6,7,17.415,28.198,30.999,2,3,17.568,32.47,33.62,3,1,6.131,6.131,6.867,1,7,7,10,12,15.807,38.287,41.222,8,1,21.102,35.52,38.45,7,1,11.414,11.414,12.083,1,1,10.283,29.736,30.646,4,1,13.313,13.313,14.125,1,2,13.161,21.896,22.76,2,7,7,12,12,13.749,23.577,25.38,6,1,7.501,7.501,8.551,1,3,15.46,17.209,17.775,3,7,5.149,15.945,15.902,3,2,2.475,19.197,20.062,4,1,8.371,8.371,8.935,1,2,7.22,7.67,7.706,2,1,3.789,14.004,14.823,3,5,5,4,4,4,3,3,3,5,5,2,4,3,5,2,3,4,6,2,7,5,2,20,1,4,24, ,1
4/13/2022 10:13:45,4/13/2022 10:23:40,0,172.12.205.253,100,594,1,4/13/2022 10:23:40,R_z6dt431PMetF6tr, , , , ,40.0337,-83.1319,anonymous,EN,1,6153172a6476375e07465436,3,12.899,13.913,14.78,2,0,5,0,10,2.493,18.908,21.446,6,10,38.595,38.595,45.707,1,1,26.262,27.521,28.522,3,2,6.139,6.139,7.163,1,0,5,0,10,30.976,46.419,51.984,5,1,34.386,39.388,40.403,3,1,13.948,14.765,15.6,2,2,35.649,36.506,37.586,2,2,9.829,9.829,21.045,1,1,1.674,11.492,12.353,2,0,5,0,5,1.656,13.44,15.307,5,2,8.491,8.491,12.193,1,3,15.049,18.312,18.839,3,10,5.607,15.843,16.881,3,2,16.571,31.577,32.211,5,2,12.937,12.937,13.64,1,1,12.936,12.936,14.077,1,1,2.068,9.432,13.069,3,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,4,5,2,7,5,2,42,2,5,24,5,1
4/13/2022 10:06:29,4/13/2022 10:26:00,0,23.31.194.33,100,1171,1,4/13/2022 10:26:00,R_8j2KcnXh1cRVYfD, , , , ,38.9095,-77.0436,anonymous,EN,1,615a246b9484d07bb01d0724,3,26.212,26.212,27.975,1,5,10,10,15,229.867,238.995,241.941,4,10,28.837,28.837,34.353,1,1,34.154,34.154,39.967,1,2,14.789,14.789,15.832,1,5,10,5,15,34.626,49.914,54.958,4,3,58.756,58.756,59.915,1,1,27.171,27.171,28.466,1,2,35.697,35.697,57.279,1,2,23.765,23.765,24.765,1,2,165.92,165.92,166.821,1,5,10,10,15,36.192,53.544,56.635,4,2,8.972,8.972,9.654,1,1,12.42,12.42,13.317,1,8,11.267,11.267,21.632,1,1,23.504,23.504,25.255,1,2,12.73,12.73,13.428,1,2,16.096,16.096,16.922,1,2,21.244,21.244,23.753,1,5,5,4,3,1,3,4,1,4,3,2,2,5,5,5,3,4,6,2,7,5,1,42,1,5,24,5,1
4/13/2022 10:12:10,4/13/2022 10:26:13,0,174.216.129.244,100,842,1,4/13/2022 10:26:15,R_PS7H9kjfHonlFEB, , , , ,38.9091,-77.0203,anonymous,EN,1,5c7bfe8cf066ff000168d42c,1,4.648,25.198,26.125,6,0,5,0,10,.976,45.026,50.389,8,7,1.247,27.669,35.845,3,1,8.767,35.837,36.713,2,2,12.717,12.717,13.437,1,0,5,0,10,9.025,24.48,27.34,7,1,1.777,21.498,22.423,7,1,11.558,11.558,16.532,1,2,5.716,30.838,32.732,6,2,8.217,8.217,8.822,1,2,6.93,25.132,25.741,5,0,5,0,10,2.107,23.864,27.173,7,2,30.812,30.812,31.389,1,2,1.72,11.805,12.88,3,5,1.192,11.311,56.395,3,2,14.631,33.067,33.677,6,2,7.716,7.716,8.925,1,1,3.176,3.176,12.818,1,2,1.283,22.723,24.36,3,4,4,4,5,3,2,3,1,5,5,4,4,3,3,3,4,4,6,2,7,5,2,35,2,6,24,5,1
4/13/2022 10:15:35,4/13/2022 10:26:20,0,73.230.108.211,100,645,1,4/13/2022 10:26:21,R_22tBSwNwi8pjhiY, , , , ,39.8307,-77.2177,anonymous,EN,1,5f79bca83a2eb65c0983816d,3,18.223,30.887,31.695,5,0,5,0,10,12.312,59.812,60.35,14,6,47.074,51.089,53.174,2,1,29.366,41.536,44.895,3,2,15.572,15.572,16.163,1,0,5,0,10,9.28,23.125,25.113,9,3,1.815,19.768,20.565,4,2,15.479,15.479,15.984,1,2,2.449,9.464,10.6,3,2,8.865,8.865,9.354,1,2,2.257,20.189,21.137,4,0,5,0,10,3.928,20.453,21.011,9,2,8.304,8.304,8.872,1,2,1.785,21.08,21.722,4,5,2.271,8.216,10.437,4,2,10.075,23.075,23.862,5,2,6.979,6.979,10.268,1,2,17.532,17.532,18.075,1,2,26.347,42.797,43.59,5,4,3,4,4,4,3,3,2,3,4,3,4,3,3,4,4,4,6,3,7,5,1,33,1,2,24,5,1
4/13/2022 10:17:01,4/13/2022 10:27:43,0,129.21.93.121,100,641,1,4/13/2022 10:27:43,R_3kBLz5jbKsvsBdi, , , , ,43.0801,-77.6342,anonymous,EN,1,60ff001994019d4f4cb688d5,1,12.303,12.303,17.439,1,0,0,0,0,12.418,21.894,31.452,4,10,9.793,9.793,13.701,1,1,10.265,26.091,28.597,2,1,5.805,5.805,7.066,1,5,5,10,10,26.216,43.058,45.056,6,1,16.721,16.721,18.346,1,2,6.902,6.902,7.973,1,3,5.979,5.979,9.674,1,2,16.764,16.764,17.853,1,2,7.938,7.938,12.633,1,5,7,10,10,12.959,29.67,32.351,5,2,7.831,7.831,8.854,1,3,18.291,29.951,31.94,2,10,12.739,12.739,32.145,1,2,35.108,35.108,37.164,1,1,15.596,15.596,17.267,1,2,10.378,10.378,12.508,1,3,32.426,32.426,34.063,1,2,4,4,4,3,3,3,2,4,4,4,4,3,2,2,3,4,7,3,4,4,2,19,2,2,24,5,1
4/13/2022 10:14:10,4/13/2022 10:28:01,0,73.207.91.4,100,830,1,4/13/2022 10:28:01,R_3ixrgvSWiPgxbkU, , , , ,33.878,-83.8923,anonymous,EN,1,5f42f722bb802e537cd8b385,3,18.923,20.351,22.123,2,0,5,0,5,24.691,51.752,53.401,6,10,53.06,53.06,56.479,1,1,42.395,66.044,67.705,3,2,9.014,9.014,10.744,1,0,5,0,10,29.919,49.136,52.443,5,3,27.373,30.037,31.433,3,2,19.323,19.323,21.026,1,2,24.095,26.202,27.754,2,2,9.709,9.709,11.605,1,2,14.734,19.109,20.353,3,10,10,10,10,28.318,61.091,62.542,6,2,22.146,22.146,27.775,1,2,20.248,22.063,23.252,2,5,22.931,22.931,25.602,1,2,34.725,38.537,39.901,3,2,14.924,14.924,16.348,1,1,10.147,10.147,11.968,1,2,24.28,32.446,33.751,3,5,5,4,5,4,3,4,3,3,4,4,4,3,4,3,3,4,5,3,5,5,2,49,4,3,24,5,1
4/13/2022 10:08:09,4/13/2022 10:28:25,0,174.49.48.223,100,1215,1,4/13/2022 10:28:25,R_e9aU8mTuvDf4DtL, , , , ,36.0499,-83.9228,anonymous,EN,1,616f8012c9be544977e613cc,1,43.109,43.109,44.655,1,0,0,0,0,30.127,44.437,48.96,4,12,55.659,55.659,60.133,1,1,51.342,51.342,53.186,1,2,19.896,19.896,23.417,1,0,5,0,5,16.634,40.337,45.31,6,3,39.541,39.541,41.029,1,1,15.39,15.39,25.562,1,1,40.506,40.506,41.869,1,2,12.917,12.917,14.468,1,2,34.765,34.765,40.941,1,0,5,0,10,37.761,49.483,58.194,4,2,14.073,14.073,15.344,1,3,30.761,30.761,35.012,1,12,30.001,30.001,34.1,1,2,24.646,24.646,26.501,1,2,9.556,9.556,11.001,1,1,9.998,16.795,19.328,2,1,11.129,11.129,14.192,1,5,3,4,3,2,1,1,1,3,4,3,3,2,4,3,4,6,6,3,4,4,2,28,1,2,24,5,1
4/13/2022 10:12:00,4/13/2022 10:28:52,0,108.188.49.211,100,1011,1,4/13/2022 10:28:52,R_3hzO13weGlpGwWk, , , , ,28.5177,-81.4508,anonymous,EN,1,612648079fa0866dd2bce10b,3,6.081,21.54,22.371,9,0,5,0,10,3.314,204.598,205.351,13,10,3.719,22.451,25.34,11,3,2.729,64.251,68.046,12,2,10.879,29.705,30.465,6,0,5,0,10,2.947,11.768,17.28,6,3,5.384,12.834,17.972,5,1,6.29,13.107,14.907,6,2,27.9,77.07,82.974,12,2,1.519,11.685,13.095,15,2,7.018,15.35,16.839,2,0,10,0,10,4.225,10.283,18.18,5,2,2.783,7.324,7.998,2,2,5.064,11.512,12.395,5,10,2.834,8.158,9.315,5,3,11.923,17.237,18.067,4,2,1.841,15.062,15.635,6,2,1.128,5.965,6.648,5,2,10.5,26.138,26.8,5,3,2,3,4,4,2,1,1,4,4,2,3,1,2,1,2,4,6,2,4,4,1,38,3,5,24,5,1
4/13/2022 10:17:35,4/13/2022 10:29:15,0,174.56.220.217,100,699,1,4/13/2022 10:29:16,R_27xH2GRImpAsViq, , , , ,33.5218,-82.0841,anonymous,EN,1,5ee8bb541323a50651accf89,3,17.162,19.922,21.145,3,0,0,0,5,18.606,23.55,25.437,5,10,26.996,29.252,30.308,2,2,20.355,57.394,58.073,5,2,9.771,9.771,10.84,1,0,0,0,5,24.105,38.48,39.608,6,3,32.355,33.202,34.315,2,1,17.262,17.262,18.468,1,3,45.367,51.543,52.359,2,2,12.294,12.294,17.244,1,3,11.832,14.656,16.159,3,5,10,5,10,14.786,54.666,55.64,7,2,9.731,9.731,10.994,1,2,13.079,24.295,25.358,3,8,20.299,23.211,24.338,2,3,16.358,17.638,18.972,2,2,7.007,7.007,9.667,1,1,8.957,8.957,9.947,1,1,15.052,24.157,26.994,3,5,4,4,4,3,2,4,2,3,4,3,4,3,4,3,3,4,6,3,7,4,2,51,1,2,24,5,1
4/13/2022 10:17:57,4/13/2022 10:30:36,0,24.99.81.235,100,759,1,4/13/2022 10:30:38,R_29ppRRaJIQd8wQo, , , , ,33.7664,-84.264,anonymous,EN,1,603000ac19eaccdcf8b92e62,1,30.238,30.238,33.889,1,0,5,0,10,26.514,47.892,50.919,5,10,27.468,27.468,31.427,1,1,45.841,45.841,47.369,1,2,11.234,11.234,13.477,1,5,5,5,10,11.226,19.716,21.892,4,2,17.2,19.414,21.626,2,2,19.992,19.992,21.203,1,2,16.877,16.877,19.873,1,2,5.426,5.426,6.559,1,2,23.69,23.69,25.165,1,5,10,10,10,18.868,27.263,29.785,4,2,9.043,9.043,10.231,1,3,15.253,15.253,19.365,1,7,13.988,13.988,19.582,1,1,49.393,49.393,60.328,1,2,7.865,7.865,9.319,1,1,15.004,15.004,19.198,1,1,28.649,39.151,42.282,2,4,4,4,5,2,2,1,2,4,4,5,5,4,4,2,4,4,6,2,7,5,2,26,1,5,24,15,1
4/13/2022 10:11:37,4/13/2022 10:33:10,0,68.113.33.32,100,1292,1,4/13/2022 10:33:12,R_33j1hF5aayBt1K8, , , , ,42.3902,-122.9177,anonymous,EN,1,5fc6a3c3f7ddee03573bdd6c,3,20.321,20.321,21.217,1,5,5,10,10,32.109,37.83,40.994,2,5,35.713,35.713,37.712,1,1,51.867,123.691,125.6,2,2,13.26,13.26,13.975,1,5,5,10,10,23.278,35.806,47.035,2,3,37.607,37.607,38.526,1,1,18.275,18.275,19.1,1,1,213.664,215.912,217.585,3,2,26.135,26.135,26.839,1,2,21.43,21.43,23.015,1,10,10,10,10,22.161,25.969,28.434,2,2,36.085,36.085,36.908,1,2,25.929,25.929,26.901,1,3,8.419,8.419,10.872,1,1,18.13,18.13,19.657,1,2,6.442,6.442,8.185,1,1,15.414,15.414,16.938,1,1,104.758,132.999,134.246,2,5,5,5,3,5,3,4,4,3,3,4,5,4,5,5,5,4,4,3,7,5,2,33,2,3,24,5,1
